Location_ID,Distance,Priority
L19746,0.03,High
L19747,0.16,High
L19748,0.1,Medium
L19749,0.1,High
L19750,0.07,High
L19751,0.06,High
L19752,0.16,High
L19753,0.01,High
L19754,0.07,High
L19755,0.16,Low
L19756,0.18,High
L19757,0.11,High
L19758,0.11,High
L19759,0.1,Medium
L19760,0.07,High
L19761,0.11,High
L19762,0.13,High
L19763,0.1,High
L19764,0.13,High
L19765,0.01,High
L19766,0.18,High
L19767,0.18,High
L19768,0.1,High
L19769,0.04,Medium
L19770,0.04,High
L19771,0.16,High
L19772,0.1,High
L19773,0.18,High
L19774,0.16,Medium
L19775,0.11,High
L19776,0.01,High
L19777,0.2,High
L19778,0.1,High
L19779,0.18,Medium
L19780,0.18,High
L19781,0.01,High
L19782,0.06,High
L19783,0.01,Medium
L19784,0.18,High
L19785,0.06,High
L19786,0.2,Medium
L19787,0.18,High
L19788,0.08,Medium
L19789,0.13,Medium
L19790,0.08,Medium
L19791,0.04,High
L19792,0.06,High
L19793,0.16,High
L19794,0.07,High
L19795,0.03,High
L19796,0.16,High
L19797,0.18,High
L19798,0.18,High
L19799,0.04,Medium
L19800,0.18,High
L19801,0.07,High
L19802,0.06,High
L19803,0.11,High
L19804,0.18,High
L19805,0.13,High
L19806,0.01,High
L19807,0.04,High
L19808,0.16,High
L19809,0.01,Medium
L19810,0.1,High
L19811,0.16,High
L19812,0.08,Medium
L19813,0.11,High
L19814,0.04,High
L19815,0.08,Medium
L19816,0.13,High
L19817,0.03,High
L19818,0.04,High
L19819,0.1,High
L19820,0.08,High
L19821,0.18,High
L19822,0.11,Medium
L19823,0.13,High
L19824,0.13,High
L19825,0.18,High
L19826,0.11,High
L19827,0.06,High
L19828,0.16,High
L19829,0.1,High
L19830,0.11,High
L19831,0.03,High
L19832,0.16,Medium
L19833,0.1,High
L19834,0.04,High
L19835,0.07,High
L19836,0.16,Medium
L19837,0.13,High
L19838,0.01,High
L19839,0.13,High
L19840,0.01,High
L19841,0.1,High
L19842,0.01,High
L19843,0.13,High
L19844,0.06,High
L19845,0.08,High
L19846,0.1,High
L19847,0.13,High
L19848,0.11,High
L19849,0.08,High
L19850,0.2,Low
L19851,0.06,Medium
L19852,0.18,High
L19853,0.03,Medium
L19854,0.04,High
L19855,0.1,High
L19856,0.1,Medium
L19857,0.03,High
L19858,0.1,Medium
L19859,0.07,High
L19860,0.04,High
L19861,0.13,High
L19862,0.11,High
L19863,0.16,High
L19864,0.03,High
L19865,0.07,Medium
L19866,0.16,High
L19867,0.1,High
L19868,0.16,High
L19869,0.07,High
L19870,0.01,High
L19871,0.2,High
L19872,0.07,High
L19873,0.01,Medium
L19874,0.18,High
L19875,0.06,High
L19876,0.11,Low
L19877,0.1,High
L19878,0.08,High
L19879,0.08,High
L19880,0.18,High
L19881,0.03,High
L19882,0.03,High
L19883,0.07,High
L19884,0.01,High
L19885,0.11,Low
L19886,0.04,High
L19887,0.06,High
L19888,0.08,High
L19889,0.13,Medium
L19890,0.07,High
L19891,0.16,High
L19892,0.08,High
L19893,0.18,Medium
L19894,0.13,High
L19895,0.04,High
L19896,0.13,High
L19897,0.03,High
L19898,0.1,High
L19899,0.1,Medium
L19900,0.11,High
L19901,0.13,High
L19902,0.06,High
L19903,0.01,High
L19904,0.03,Medium
L19905,0.11,High
L19906,0.01,High
L19907,0.18,High
L19908,0.18,High
L19909,0.11,High
L19910,0.07,High
L19911,0.11,High
L19912,0.06,High
L19913,0.06,High
L19914,0.01,High
L19915,0.06,High
L19916,0.01,Medium
L19917,0.13,High
L19918,0.01,Medium
L19919,0.18,Medium
L19920,0.01,High
L19921,0.13,High
L19922,0.18,Medium
L19923,0.1,Medium
L19924,0.07,High
L19925,0.08,High
L19926,0.08,High
L19927,0.01,High
L19928,0.18,High
L19929,0.16,High
L19930,0.11,High
L19931,0.1,Medium
L19932,0.03,High
L19933,0.01,High
L19934,0.18,High
L19935,0.03,High
L19936,0.03,High
L19937,0.08,High
L19938,0.04,High
L19939,0.03,High
L19940,0.03,High
L19941,0.04,High
L19942,0.1,High
L19943,0.1,High
L19944,0.03,Medium
L19945,0.07,High
L19946,0.06,High
L19947,0.08,High
L19948,0.04,High
L19949,0.11,High
L19950,0.03,High
L19951,0.16,High
L19952,0.06,High
L19953,0.08,High
L19954,0.01,High
L19955,0.08,High
L19956,0.08,High
L19957,0.08,High
L19958,0.08,High
L19959,0.01,Medium
L19960,0.07,High
L19961,0.04,High
L19962,0.1,High
L19963,0.1,High
L19964,0.18,Medium
L19965,0.1,High
L19966,0.06,High
L19967,0.07,High
L19968,0.01,High
L19969,0.04,Medium
L19970,0.13,High
L19971,0.03,High
L19972,0.06,Low
L19973,0.03,High
L19974,0.1,High
L19975,0.04,High
L19976,0.01,High
L19977,0.01,High
L19978,0.18,High
L19979,0.01,High
L19980,0.18,High
L19981,0.13,High
L19982,0.13,High
L19983,0.11,High
L19984,0.1,High
L19985,0.13,High
L19986,0.16,High
L19987,0.16,High
L19988,0.06,High
L19989,0.07,High
L19990,0.06,High
L19991,0.03,High
L19992,0.11,Medium
L19993,0.16,High
L19994,0.04,High
L19995,0.07,Medium
L19996,0.13,High
L19997,0.04,High
L19998,0.04,High
L19999,0.01,High
L20000,0.16,High
L20001,0.07,High
L20002,0.2,High
L20003,0.01,High
L20004,0.03,High
L20005,0.04,High
L20006,0.04,Medium
L20007,0.1,High
L20008,0.16,High
L20009,0.01,High
L20010,0.06,High
L20011,53.02,High
L20012,0.08,High
L20013,0.08,High
L20014,0.01,High
L20015,0.04,High
L20016,0.06,Medium
L20017,0.01,High
L20018,0.13,High
L20019,0.07,High
L20020,0.13,High
L20021,0.07,High
L20022,0.07,Medium
L20023,0.16,High
L20024,0.03,High
L20025,0.18,High
L20026,0.08,High
L20027,0.16,Medium
L20028,0.04,High
L20029,0.08,High
L20030,0.18,High
L20031,0.1,Medium
L20032,0.03,High
L20033,0.18,Medium
L20034,0.1,High
L20035,0.01,High
L20036,0.07,High
L20037,0.01,High
L20038,0.07,High
L20039,0.11,Medium
L20040,0.06,High
L20041,0.06,High
L20042,0.18,High
L20043,0.16,Medium
L20044,0.08,High
L20045,0.08,Medium
L20046,0.11,High
L20047,0.13,High
L20048,0.1,High
L20049,0.06,High
L20050,0.11,High
L20051,0.16,Medium
L20052,0.08,High
L20053,0.11,Medium
L20054,0.04,High
L20055,0.16,High
L20056,0.01,High
L20057,0.01,High
L20058,0.04,High
L20059,0.11,High
L20060,0.01,High
L20061,0.06,Medium
L20062,0.07,High
L20063,0.13,Medium
L20064,0.03,High
L20065,0.11,High
L20066,0.16,High
L20067,0.06,High
L20068,0.08,High
L20069,0.08,High
L20070,0.01,High
L20071,0.1,High
L20072,0.08,High
L20073,0.1,High
L20074,0.13,High
L20075,0.16,High
L20076,0.06,High
L20077,0.16,High
L20078,0.08,High
L20079,0.13,High
L20080,0.11,High
L20081,0.03,High
L20082,0.06,High
L20083,0.01,High
L20084,0.13,High
L20085,0.11,High
L20086,0.07,High
L20087,0.11,High
L20088,0.13,High
L20089,0.03,High
L20090,0.08,High
L20091,0.01,High
L20092,0.13,Medium
L20093,0.1,Medium
L20094,0.18,High
L20095,0.07,High
L20096,0.03,High
L20097,0.18,High
L20098,0.07,Medium
L20099,0.16,High
L20100,0.04,High
L20101,0.06,Medium
L20102,0.11,High
L20103,0.16,High
L20104,0.11,High
L20105,0.18,High
L20106,0.16,High
L20107,0.18,High
L20108,0.18,High
L20109,0.13,High
L20110,0.04,High
L20111,0.06,High
L20112,0.06,High
L20113,0.04,Medium
L20114,0.1,High
L20115,0.01,High
L20116,0.13,High
L20117,0.03,High
L20118,0.06,High
L20119,0.16,High
L20120,0.07,High
L20121,0.04,High
L20122,0.01,High
L20123,0.18,High
L20124,0.01,High
L20125,0.06,High
L20126,0.04,High
L20127,0.13,High
L20128,0.11,High
L20129,0.16,Medium
L20130,0.13,Medium
L20131,0.06,High
L20132,0.16,High
L20133,0.04,High
L20134,0.16,High
L20135,0.13,High
L20136,0.08,Medium
L20137,0.16,High
L20138,0.03,High
L20139,0.01,High
L20140,0.01,High
L20141,0.03,High
L20142,0.04,Medium
L20143,0.11,High
L20144,0.03,High
L20145,0.08,High
L20146,0.04,High
L20147,0.03,High
L20148,0.13,High
L20149,0.08,High
L20150,0.13,High
L20151,0.1,Medium
L20152,0.1,High
L20153,0.07,High
L20154,0.18,High
L20155,0.01,High
L20156,0.1,High
L20157,0.06,High
L20158,0.07,High
L20159,0.04,Medium
L20160,0.18,High
L20161,0.01,High
L20162,0.07,High
L20163,0.08,High
L20164,0.08,High
L20165,0.04,High
L20166,0.07,High
L20167,0.04,High
L20168,0.08,High
L20169,0.01,High
L20170,0.08,High
L20171,0.11,Medium
L20172,0.03,Medium
L20173,0.11,High
L20174,0.11,Low
L20175,0.13,High
L20176,0.01,High
L20177,0.13,High
L20178,0.1,Medium
L20179,0.07,Medium
L20180,0.13,High
L20181,0.08,High
L20182,0.1,High
L20183,0.08,Medium
L20184,0.04,High
L20185,0.16,High
L20186,0.06,High
L20187,0.03,High
L20188,0.18,Medium
L20189,0.01,High
L20190,0.07,Medium
L20191,0.13,Medium
L20192,0.06,High
L20193,0.03,Medium
L20194,0.13,High
L20195,0.16,High
L20196,0.16,Medium
L20197,0.18,High
L20198,0.11,High
L20199,0.08,High
L20200,0.04,High
L20201,0.16,High
L20202,0.16,High
L20203,0.16,High
L20204,0.03,Medium
L20205,0.1,High
L20206,0.11,Low
L20207,0.16,High
L20208,0.08,High
L20209,0.13,High
L20210,0.1,Low
L20211,0.11,Low
L20212,0.18,High
L20213,0.18,High
L20214,0.08,High
L20215,0.16,High
L20216,0.08,High
L20217,0.08,High
L20218,0.1,Medium
L20219,0.16,High
L20220,0.08,High
L20221,0.03,High
L20222,0.13,High
L20223,0.06,High
L20224,0.04,High
L20225,0.11,Low
L20226,0.04,High
L20227,0.03,High
L20228,0.18,High
L20229,0.16,High
L20230,0.11,High
L20231,0.11,High
L20232,0.11,High
L20233,0.18,High
L20234,0.18,High
L20235,0.13,High
L20236,0.06,High
L20237,0.06,High
L20238,0.08,High
L20239,0.07,High
L20240,0.03,High
L20241,0.18,High
L20242,0.1,High
L20243,0.06,High
L20244,0.18,Medium
L20245,0.18,Medium
L20246,0.1,High
L20247,0.11,High
L20248,0.11,Medium
L20249,0.08,Low
L20250,0.1,Low
L20251,0.18,High
L20252,0.16,High
L20253,0.18,High
L20254,0.06,Medium
L20255,0.18,High
L20256,0.03,High
L20257,0.08,High
L20258,0.03,High
L20259,0.11,High
L20260,0.06,High
L20261,0.16,High
L20262,0.01,High
L20263,0.11,High
L20264,0.01,Medium
L20265,0.06,Medium
L20266,0.06,High
L20267,0.18,High
L20268,0.1,High
L20269,0.11,High
L20270,0.08,High
L20271,0.13,Medium
L20272,0.06,High
L20273,0.13,Medium
L20274,0.04,High
L20275,0.16,High
L20276,0.07,High
L20277,0.11,Medium
L20278,0.03,Medium
L20279,0.07,High
L20280,0.07,High
L20281,0.01,High
L20282,0.07,High
L20283,0.01,High
L20284,0.1,High
L20285,0.01,High
L20286,0.01,Medium
L20287,0.11,High
L20288,0.18,High
L20289,0.08,High
L20290,0.13,High
L20291,0.1,High
L20292,0.13,High
L20293,0.03,High
L20294,0.06,High
L20295,0.07,High
L20296,0.16,Low
L20297,0.04,High
L20298,0.18,High
L20299,0.04,High
L20300,0.08,Medium
L20301,0.07,High
L20302,0.13,High
L20303,0.04,Medium
L20304,0.07,High
L20305,0.16,High
L20306,0.07,Medium
L20307,0.01,High
L20308,0.06,High
L20309,0.07,High
L20310,0.06,Medium
L20311,0.16,Medium
L20312,0.08,High
L20313,0.13,High
L20314,0.07,High
L20315,0.03,High
L20316,0.03,Medium
L20317,0.1,Low
L20318,0.07,High
L20319,0.1,High
L20320,0.16,High
L20321,0.06,High
L20322,0.16,High
L20323,0.08,High
L20324,0.18,Medium
L20325,0.03,Medium
L20326,0.01,High
L20327,0.08,High
L20328,0.1,High
L20329,0.04,High
L20330,0.04,High
L20331,0.16,High
L20332,0.06,High
L20333,0.1,High
L20334,0.03,High
L20335,0.04,High
L20336,0.04,High
L20337,0.13,Medium
L20338,0.11,High
L20339,0.04,High
L20340,0.16,High
L20341,0.01,High
L20342,0.04,High
L20343,0.03,High
L20344,0.07,High
L20345,0.16,Low
L20346,0.16,High
L20347,0.2,High
L20348,0.13,High
L20349,0.08,High
L20350,0.06,High
L20351,0.11,High
L20352,0.18,High
L20353,0.16,Medium
L20354,0.04,High
L20355,0.07,High
L20356,0.06,High
L20357,0.16,High
L20358,0.1,Medium
L20359,0.04,High
L20360,0.08,High
L20361,0.08,Medium
L20362,0.1,High
L20363,0.03,High
L20364,0.18,High
L20365,0.01,Medium
L20366,0.1,High
L20367,0.18,High
L20368,0.13,High
L20369,0.18,High
L20370,0.13,High
L20371,0.03,High
L20372,0.03,High
L20373,0.01,High
L20374,0.11,High
L20375,0.08,High
L20376,0.16,High
L20377,0.18,High
L20378,0.04,High
L20379,0.04,High
L20380,0.06,High
L20381,0.1,High
L20382,0.18,High
L20383,0.18,Low
L20384,0.07,Medium
L20385,0.16,Medium
L20386,0.08,High
L20387,0.01,High
L20388,0.18,Medium
L20389,0.03,High
L20390,0.06,High
L20391,0.13,High
L20392,0.1,High
L20393,0.16,Medium
L20394,0.11,High
L20395,0.07,Low
L20396,0.01,High
L20397,0.01,High
L20398,0.03,High
L20399,0.03,High
L20400,0.16,High
L20401,0.08,High
L20402,0.03,High
L20403,0.07,High
L20404,0.13,High
L20405,0.2,High
L20406,0.03,Medium
L20407,0.11,High
L20408,0.06,Low
L20409,0.07,High
L20410,0.01,Medium
L20411,0.06,High
L20412,0.04,High
L20413,0.18,High
L20414,0.07,High
L20415,0.08,Medium
L20416,0.06,High
L20417,0.18,High
L20418,0.04,High
L20419,0.18,High
L20420,0.08,High
L20421,0.08,High
L20422,0.16,High
L20423,0.18,High
L20424,0.11,High
L20425,0.06,High
L20426,0.07,High
L20427,0.2,High
L20428,0.16,High
L20429,0.03,Medium
L20430,0.06,High
L20431,0.06,High
L20432,0.16,Medium
L20433,0.18,High
L20434,0.1,Low
L20435,0.04,High
L20436,0.16,Medium
L20437,0.03,High
L20438,0.07,Medium
L20439,0.03,High
L20440,0.18,High
L20441,0.04,High
L20442,0.01,High
L20443,0.16,High
L20444,0.03,High
L20445,0.01,High
L20446,0.16,High
L20447,0.11,High
L20448,0.03,High
L20449,0.06,High
L20450,0.08,High
L20451,0.18,High
L20452,0.13,High
L20453,0.16,Medium
L20454,0.13,Medium
L20455,0.03,High
L20456,0.01,High
L20457,0.11,High
L20458,0.11,Low
L20459,0.03,High
L20460,0.08,High
L20461,0.06,High
L20462,0.04,High
L20463,0.18,High
L20464,0.13,High
L20465,0.1,High
L20466,0.1,High
L20467,0.16,Low
L20468,0.04,High
L20469,0.08,Medium
L20470,0.06,High
L20471,0.03,High
L20472,0.18,High
L20473,0.1,High
L20474,0.1,Low
L20475,0.1,High
L20476,0.04,Medium
L20477,0.1,High
L20478,0.04,High
L20479,0.18,Medium
L20480,0.01,High
L20481,0.04,High
L20482,0.1,High
L20483,0.07,High
L20484,0.04,Medium
L20485,0.01,High
L20486,0.18,High
L20487,0.01,High
L20488,0.03,High
L20489,0.08,High
L20490,0.1,High
L20491,0.08,High
L20492,0.03,High
L20493,0.07,High
L20494,0.16,Medium
L20495,0.04,High
L20496,0.13,High
L20497,0.11,Medium
L20498,0.03,High
L20499,0.11,High
L20500,0.1,High
L20501,0.08,High
L20502,0.03,High
L20503,0.08,High
L20504,0.18,High
L20505,0.08,High
L20506,0.06,High
L20507,0.07,Medium
L20508,0.1,Medium
L20509,0.18,High
L20510,0.04,High
L20511,0.04,Medium
L20512,0.1,Low
L20513,0.18,High
L20514,0.07,High
L20515,0.11,High
L20516,0.07,High
L20517,0.01,High
L20518,0.01,High
L20519,0.13,High
L20520,0.1,Medium
L20521,0.16,High
L20522,0.03,High
L20523,0.07,High
L20524,0.03,High
L20525,0.03,High
L20526,0.13,High
L20527,0.04,High
L20528,0.2,Medium
L20529,0.16,High
L20530,0.04,High
L20531,0.03,High
L20532,0.1,High
L20533,0.13,High
L20534,0.1,High
L20535,0.07,High
L20536,0.2,High
L20537,0.11,High
L20538,0.16,High
L20539,0.13,Medium
L20540,0.06,High
L20541,0.13,High
L20542,0.18,High
L20543,0.13,High
L20544,39.76,High
L20545,0.11,High
L20546,0.11,High
L20547,0.07,High
L20548,0.04,Medium
L20549,0.07,High
L20550,0.04,High
L20551,0.16,High
L20552,0.11,High
L20553,0.06,Medium
L20554,0.04,High
L20555,0.07,High
L20556,0.11,Medium
L20557,0.01,High
L20558,0.1,High
L20559,0.07,Medium
L20560,0.1,High
L20561,0.18,High
L20562,0.13,High
L20563,0.13,Medium
L20564,0.01,High
L20565,0.06,High
L20566,0.07,High
L20567,0.08,High
L20568,0.16,High
L20569,0.13,High
L20570,0.13,High
L20571,0.07,High
L20572,0.01,High
L20573,0.13,High
L20574,0.07,High
L20575,0.1,High
L20576,0.01,High
L20577,0.08,High
L20578,0.04,High
L20579,0.03,High
L20580,0.04,High
L20581,0.07,High
L20582,0.13,High
L20583,0.07,High
L20584,0.03,High
L20585,0.18,High
L20586,0.16,High
L20587,0.06,High
L20588,0.07,High
L20589,0.11,Low
L20590,0.01,Medium
L20591,0.13,High
L20592,0.13,High
L20593,0.13,Medium
L20594,0.1,Medium
L20595,0.16,Medium
L20596,0.03,Medium
L20597,0.01,High
L20598,0.04,High
L20599,0.01,High
L20600,0.07,High
L20601,0.1,Medium
L20602,0.07,High
L20603,0.06,Medium
L20604,0.11,High
L20605,0.1,High
L20606,0.04,High
L20607,0.11,High
L20608,0.1,High
L20609,0.11,High
L20610,0.13,High
L20611,0.01,High
L20612,0.01,High
L20613,0.16,Medium
L20614,0.03,High
L20615,0.07,High
L20616,0.03,High
L20617,0.18,High
L20618,0.01,High
L20619,0.04,Medium
L20620,0.04,High
L20621,0.04,High
L20622,0.01,High
L20623,0.08,High
L20624,0.03,High
L20625,0.01,High
L20626,0.07,High
L20627,0.04,High
L20628,0.16,High
L20629,0.11,High
L20630,0.01,High
L20631,0.03,High
L20632,0.16,High
L20633,0.11,High
L20634,0.08,High
L20635,0.18,High
L20636,0.08,High
L20637,0.1,Low
L20638,0.08,High
L20639,0.01,High
L20640,0.18,High
L20641,0.16,High
L20642,0.06,High
L20643,0.03,High
L20644,0.1,Medium
L20645,0.07,High
L20646,0.18,High
L20647,0.13,High
L20648,0.13,High
L20649,0.11,High
L20650,0.16,High
L20651,0.2,High
L20652,0.16,Low
L20653,0.04,Medium
L20654,0.13,Medium
L20655,0.16,High
L20656,0.08,High
L20657,0.1,High
L20658,0.06,Medium
L20659,0.01,High
L20660,0.01,High
L20661,0.01,High
L20662,0.13,High
L20663,0.1,High
L20664,0.1,High
L20665,0.13,High
L20666,0.2,High
L20667,0.18,Medium
L20668,0.07,High
L20669,0.06,High
L20670,0.18,High
L20671,0.1,Medium
L20672,0.01,Medium
L20673,0.03,High
L20674,0.16,High
L20675,0.07,Medium
L20676,0.08,High
L20677,0.04,High
L20678,0.06,High
L20679,0.13,High
L20680,0.11,High
L20681,0.04,High
L20682,0.11,High
L20683,0.03,High
L20684,0.03,High
L20685,0.07,High
L20686,0.08,High
L20687,0.06,High
L20688,0.06,High
L20689,0.07,High
L20690,0.11,Medium
L20691,0.07,High
L20692,0.18,High
L20693,0.04,High
L20694,0.07,High
L20695,0.08,High
L20696,0.06,High
L20697,0.04,High
L20698,0.03,Medium
L20699,0.11,Low
L20700,0.04,High
L20701,0.01,Medium
L20702,0.03,High
L20703,0.13,High
L20704,0.13,High
L20705,0.01,High
L20706,0.18,High
L20707,0.11,High
L20708,0.13,High
L20709,0.13,High
L20710,0.04,High
L20711,0.18,Low
L20712,0.04,High
L20713,0.18,Medium
L20714,0.03,High
L20715,0.01,High
L20716,0.04,High
L20717,0.1,High
L20718,0.06,High
L20719,0.07,High
L20720,0.06,High
L20721,0.1,High
L20722,0.18,High
L20723,0.1,High
L20724,0.06,High
L20725,0.01,High
L20726,0.16,Medium
L20727,0.03,High
L20728,0.06,High
L20729,0.01,High
L20730,0.18,Medium
L20731,0.2,High
L20732,0.06,High
L20733,0.04,Medium
L20734,0.03,High
L20735,0.04,High
L20736,0.13,High
L20737,0.16,Medium
L20738,0.11,High
L20739,0.03,High
L20740,0.1,High
L20741,0.07,High
L20742,0.08,High
L20743,0.03,High
L20744,0.04,High
L20745,0.18,High
L20746,0.01,High
L20747,0.07,High
L20748,0.16,High
L20749,0.18,High
L20750,0.11,Low
L20751,0.18,High
L20752,0.11,High
L20753,0.1,Low
L20754,0.04,Medium
L20755,0.16,High
L20756,0.06,High
L20757,0.03,High
L20758,0.13,High
L20759,0.06,High
L20760,0.13,Low
L20761,0.18,Medium
L20762,0.08,High
L20763,0.1,Medium
L20764,0.03,High
L20765,0.04,High
L20766,0.07,High
L20767,0.07,High
L20768,0.18,High
L20769,0.18,High
L20770,0.1,High
L20771,0.11,Medium
L20772,0.11,High
L20773,0.18,High
L20774,0.16,High
L20775,0.01,High
L20776,0.18,High
L20777,0.08,Medium
L20778,0.13,High
L20779,0.1,High
L20780,0.04,High
L20781,0.06,High
L20782,0.08,Medium
L20783,0.11,High
L20784,0.18,High
L20785,0.18,High
L20786,0.16,High
L20787,0.06,High
L20788,0.06,High
L20789,0.11,High
L20790,0.1,Medium
L20791,0.03,High
L20792,0.08,High
L20793,0.01,High
L20794,0.1,Medium
L20795,0.08,High
L20796,0.01,High
L20797,0.13,High
L20798,0.13,Low
L20799,0.13,High
L20800,0.06,High
L20801,0.07,High
L20802,0.03,Medium
L20803,0.18,High
L20804,0.13,High
L20805,0.11,Medium
L20806,0.08,Medium
L20807,0.1,Low
L20808,0.1,High
L20809,0.07,High
L20810,0.16,High
L20811,0.13,High
L20812,0.07,High
L20813,0.01,High
L20814,0.18,High
L20815,0.01,High
L20816,0.07,High
L20817,0.1,High
L20818,0.03,Medium
L20819,0.08,High
L20820,0.01,Medium
L20821,45.17,High
L20822,0.01,Medium
L20823,0.03,High
L20824,0.06,Medium
L20825,0.13,High
L20826,0.08,Medium
L20827,0.16,High
L20828,0.16,High
L20829,0.13,Medium
L20830,0.08,High
L20831,0.11,High
L20832,0.06,High
L20833,0.03,High
L20834,0.16,High
L20835,0.08,High
L20836,0.01,High
L20837,0.06,High
L20838,0.04,High
L20839,0.07,High
L20840,0.13,High
L20841,0.06,High
L20842,0.13,Medium
L20843,0.08,High
L20844,0.13,High
L20845,0.08,High
L20846,0.08,High
L20847,0.08,High
L20848,0.04,High
L20849,0.13,High
L20850,0.08,High
L20851,0.04,High
L20852,0.07,High
L20853,0.03,High
L20854,0.11,High
L20855,0.01,High
L20856,0.08,High
L20857,0.04,High
L20858,0.04,High
L20859,0.13,High
L20860,0.04,High
L20861,0.16,Medium
L20862,0.07,High
L20863,0.11,High
L20864,0.04,High
L20865,0.04,High
L20866,0.16,High
L20867,0.18,High
L20868,0.01,High
L20869,0.07,Medium
L20870,0.16,Medium
L20871,0.03,High
L20872,0.16,High
L20873,0.18,High
L20874,0.13,High
L20875,0.01,High
L20876,0.04,High
L20877,0.08,High
L20878,0.08,High
L20879,0.08,High
L20880,0.07,High
L20881,0.1,High
L20882,0.04,High
L20883,0.03,High
L20884,0.08,High
L20885,0.16,High
L20886,0.07,High
L20887,0.08,High
L20888,0.08,High
L20889,0.07,Medium
L20890,0.06,High
L20891,0.13,High
L20892,0.07,High
L20893,0.01,High
L20894,0.13,Medium
L20895,0.01,Medium
L20896,0.1,Medium
L20897,0.01,High
L20898,0.18,High
L20899,0.07,High
L20900,0.18,High
L20901,0.08,High
L20902,0.13,High
L20903,0.1,High
L20904,0.13,High
L20905,0.18,Medium
L20906,0.16,High
L20907,0.07,High
L20908,0.1,Medium
L20909,0.06,High
L20910,0.18,High
L20911,0.06,High
L20912,0.18,High
L20913,0.16,High
L20914,0.03,High
L20915,0.18,High
L20916,0.13,High
L20917,0.18,Low
L20918,0.03,High
L20919,0.16,High
L20920,0.1,High
L20921,0.1,High
L20922,0.01,High
L20923,0.1,High
L20924,0.18,High
L20925,0.06,High
L20926,0.1,High
L20927,0.1,Medium
L20928,0.07,Medium
L20929,0.06,High
L20930,0.13,High
L20931,0.08,High
L20932,0.01,Medium
L20933,0.01,Medium
L20934,0.11,High
L20935,0.01,High
L20936,0.16,High
L20937,0.07,High
L20938,0.03,High
L20939,0.01,High
L20940,0.11,High
L20941,0.03,High
L20942,0.07,High
L20943,0.1,High
L20944,0.01,High
L20945,0.13,High
L20946,0.13,Low
L20947,0.18,High
L20948,0.16,Medium
L20949,0.01,High
L20950,0.18,High
L20951,0.04,Medium
L20952,0.1,High
L20953,0.16,High
L20954,0.08,High
L20955,0.18,High
L20956,0.16,High
L20957,0.11,High
L20958,0.06,High
L20959,0.16,High
L20960,0.03,High
L20961,0.18,Medium
L20962,0.18,Medium
L20963,0.11,Medium
L20964,0.16,High
L20965,0.04,High
L20966,0.04,High
L20967,0.2,High
L20968,0.07,High
L20969,0.01,High
L20970,0.04,High
L20971,0.13,High
L20972,0.1,Medium
L20973,0.01,High
L20974,0.04,High
L20975,0.07,Medium
L20976,0.04,Medium
L20977,0.16,High
L20978,0.03,High
L20979,0.04,High
L20980,0.08,High
L20981,0.04,High
L20982,0.16,Medium
L20983,0.07,Medium
L20984,0.07,High
L20985,0.11,High
L20986,0.16,High
L20987,0.01,Medium
L20988,0.18,Medium
L20989,0.08,High
L20990,0.03,High
L20991,0.11,High
L20992,0.11,High
L20993,0.13,Low
L20994,0.01,High
L20995,0.08,Medium
L20996,0.04,High
L20997,0.06,High
L20998,0.11,High
L20999,0.1,High
L21000,0.01,High
L21001,0.13,High
L21002,54.46,Low
L21003,0.01,High
L21004,0.16,Low
L21005,0.1,High
L21006,0.04,High
L21007,0.03,High
L21008,0.04,High
L21009,0.07,High
L21010,0.03,High
L21011,0.2,High
L21012,0.03,High
